locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLIDFOLG_04626	CDS	1392	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
DLIDFOLG_04627	CDS	210				hypothetical protein
DLIDFOLG_04628	CDS	705	ddpF		COG1124	putative D,D-dipeptide transport ATP-binding protein DdpF
DLIDFOLG_04629	CDS	1338	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
DLIDFOLG_04630	CDS	765	isfD	1.1.1.313	COG4221	Sulfoacetaldehyde reductase
DLIDFOLG_04631	CDS	762	occP			Octopine permease ATP-binding protein P
DLIDFOLG_04632	CDS	666	hisQ_2		COG4215	Histidine transport system permease protein HisQ
DLIDFOLG_04633	CDS	642	yecS_3		COG0765	L-cystine transport system permease protein YecS
DLIDFOLG_04634	CDS	852	fliY_5		COG0834	L-cystine-binding protein FliY
DLIDFOLG_04635	CDS	1464	tauR		COG1167	HTH-type transcriptional regulator TauR
DLIDFOLG_04636	CDS	1335	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
DLIDFOLG_04637	CDS	924				hypothetical protein
DLIDFOLG_04638	CDS	1116	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
DLIDFOLG_04639	CDS	735				hypothetical protein
DLIDFOLG_04640	CDS	3093	bepG			Efflux pump membrane transporter BepG
DLIDFOLG_04641	CDS	1080	mdtA_4			Multidrug resistance protein MdtA
DLIDFOLG_04642	CDS	2724	ctpF_2	3.6.3.-	COG0474	putative cation-transporting ATPase F
DLIDFOLG_04643	CDS	111				hypothetical protein
DLIDFOLG_04644	CDS	249				hypothetical protein
DLIDFOLG_04645	CDS	342	soxS_3			Regulatory protein SoxS
DLIDFOLG_04646	CDS	1101			COG2220	putative protein
DLIDFOLG_04647	CDS	582				hypothetical protein
DLIDFOLG_04648	CDS	369				hypothetical protein
DLIDFOLG_04649	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
DLIDFOLG_04650	CDS	288				hypothetical protein
DLIDFOLG_04651	CDS	318				hypothetical protein
DLIDFOLG_04652	CDS	183				hypothetical protein
DLIDFOLG_04653	CDS	852				hypothetical protein
DLIDFOLG_04654	CDS	867				hypothetical protein
DLIDFOLG_04655	CDS	1428	jefA_2			Drug efflux pump JefA
DLIDFOLG_04656	CDS	1245	ybdG_2		COG0668	Miniconductance mechanosensitive channel YbdG
DLIDFOLG_04657	CDS	981	rbsR_4		COG1609	Ribose operon repressor
DLIDFOLG_04658	CDS	417				hypothetical protein
DLIDFOLG_04659	CDS	1152	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
DLIDFOLG_04660	CDS	1023	iolE_3	4.2.1.44		Inosose dehydratase
DLIDFOLG_04661	CDS	642	yegT_1			Putative nucleoside transporter YegT
DLIDFOLG_04662	CDS	627	yegT_2			Putative nucleoside transporter YegT
DLIDFOLG_04663	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
DLIDFOLG_04664	CDS	2199	fcuA			Ferrichrome receptor FcuA
DLIDFOLG_04665	CDS	1083	yncE_2		COG3391	putative protein YncE
DLIDFOLG_04666	CDS	1485	feaB_2	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
DLIDFOLG_04667	CDS	1302	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
DLIDFOLG_04668	CDS	366				hypothetical protein
DLIDFOLG_04669	CDS	1500	steT		COG0531	Serine/threonine exchanger SteT
DLIDFOLG_04670	CDS	543				hypothetical protein
DLIDFOLG_04671	CDS	363	higA		COG5499	Antitoxin HigA
DLIDFOLG_04672	CDS	303				hypothetical protein
DLIDFOLG_04673	CDS	1116		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
DLIDFOLG_04674	CDS	1173				hypothetical protein
DLIDFOLG_04675	CDS	684	malT_1			HTH-type transcriptional regulator MalT
DLIDFOLG_04676	CDS	1188	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
DLIDFOLG_04677	CDS	1734	atsA	3.1.6.1	COG3119	Arylsulfatase
DLIDFOLG_04678	CDS	777	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DLIDFOLG_04679	CDS	792	moaF			Protein MoaF
DLIDFOLG_04680	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
DLIDFOLG_04681	CDS	942	dmlR_17			HTH-type transcriptional regulator DmlR
DLIDFOLG_04682	CDS	1281	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
DLIDFOLG_04683	CDS	708	puuC_1	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
DLIDFOLG_04684	CDS	711	puuC_2	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
DLIDFOLG_04685	CDS	558	puuR			HTH-type transcriptional regulator PuuR
DLIDFOLG_04686	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
DLIDFOLG_04687	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
DLIDFOLG_04688	CDS	192				hypothetical protein
DLIDFOLG_04689	CDS	1392	puuP		COG0531	Putrescine importer PuuP
DLIDFOLG_04690	CDS	123				hypothetical protein
DLIDFOLG_04691	CDS	222				hypothetical protein
DLIDFOLG_04692	CDS	789				hypothetical protein
DLIDFOLG_04693	CDS	450				hypothetical protein
DLIDFOLG_04694	CDS	1248	agp_2	3.1.3.10		Glucose-1-phosphatase
DLIDFOLG_04695	CDS	228	yccJ			putative protein YccJ
DLIDFOLG_04696	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
DLIDFOLG_04697	CDS	939				hypothetical protein
DLIDFOLG_04698	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
DLIDFOLG_04699	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
DLIDFOLG_04700	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
DLIDFOLG_04701	CDS	804	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
DLIDFOLG_04702	CDS	393	rutC_2	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
DLIDFOLG_04703	CDS	711	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DLIDFOLG_04704	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
DLIDFOLG_04705	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
DLIDFOLG_04706	CDS	396				hypothetical protein
DLIDFOLG_04707	CDS	1296	putA		COG0506	Bifunctional protein PutA
DLIDFOLG_04708	CDS	2364				hypothetical protein
DLIDFOLG_04709	CDS	1302	exuT_3			Hexuronate transporter
DLIDFOLG_04710	CDS	1245	cytR_2		COG1609	HTH-type transcriptional repressor CytR
DLIDFOLG_04711	CDS	1266	ybiU			putative protein YbiU
DLIDFOLG_04712	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
DLIDFOLG_04713	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
DLIDFOLG_04714	CDS	900	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
DLIDFOLG_04715	CDS	759	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
DLIDFOLG_04716	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
DLIDFOLG_04717	CDS	942	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
DLIDFOLG_04718	CDS	1860	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
DLIDFOLG_04719	CDS	1542	gsiB		COG0747	Glutathione-binding protein GsiB
DLIDFOLG_04720	CDS	921	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
DLIDFOLG_04721	CDS	912	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
DLIDFOLG_04722	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
DLIDFOLG_04723	CDS	1242	rafB_2			Raffinose permease
DLIDFOLG_04724	CDS	384				hypothetical protein
DLIDFOLG_04725	CDS	1110	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
DLIDFOLG_04726	CDS	627	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
DLIDFOLG_04727	CDS	1212	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
DLIDFOLG_04728	CDS	759	deoR		COG1349	Deoxyribose operon repressor
DLIDFOLG_04729	CDS	594	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
DLIDFOLG_04730	CDS	1233	mdfA			Multidrug transporter MdfA
DLIDFOLG_04731	CDS	813	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
DLIDFOLG_04732	CDS	414	ybjJ			Inner membrane protein YbjJ
DLIDFOLG_04733	CDS	609	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
DLIDFOLG_04734	CDS	849	ddpC_2		COG1173	putative D,D-dipeptide transport system permease protein DdpC
DLIDFOLG_04735	CDS	915	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
DLIDFOLG_04736	CDS	423	yejF_2		COG4172	putative ABC transporter ATP-binding protein YejF
DLIDFOLG_04737	CDS	987	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
DLIDFOLG_04738	CDS	1092				hypothetical protein
DLIDFOLG_04739	CDS	1155	araJ		COG2814	Putative transporter AraJ
DLIDFOLG_04740	CDS	441				hypothetical protein
DLIDFOLG_04741	CDS	537				hypothetical protein
DLIDFOLG_04742	CDS	1383	narU		COG2223	Nitrate/nitrite transporter NarU
DLIDFOLG_04743	CDS	1938	narZ_1	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
DLIDFOLG_04744	CDS	1788	narZ_2	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
DLIDFOLG_04745	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
DLIDFOLG_04746	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
DLIDFOLG_04747	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
DLIDFOLG_04748	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
DLIDFOLG_04749	CDS	534	phnV_2		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
DLIDFOLG_04750	CDS	741				hypothetical protein
DLIDFOLG_04751	CDS	1206	astC_2	2.6.1.81	COG4992	Succinylornithine transaminase
DLIDFOLG_04752	CDS	1023	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase
DLIDFOLG_04753	CDS	1011	astD_3	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
DLIDFOLG_04754	CDS	507	astD_4	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
DLIDFOLG_04755	CDS	447				hypothetical protein
DLIDFOLG_04756	rRNA	401				16S ribosomal RNA (partial)
DLIDFOLG_04757	rRNA	2250				23S ribosomal RNA (partial)
DLIDFOLG_04758	CDS	204				hypothetical protein
DLIDFOLG_04759	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
DLIDFOLG_04760	CDS	1296	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
DLIDFOLG_04761	CDS	1332	zraR		COG2204	Transcriptional regulatory protein ZraR
DLIDFOLG_04762	CDS	1395	zraS	2.7.13.3		Sensor protein ZraS
DLIDFOLG_04763	CDS	438	zraP		COG3678	Zinc resistance-associated protein
DLIDFOLG_04764	CDS	696				hypothetical protein
DLIDFOLG_04765	CDS	273	hupA			DNA-binding protein HU-alpha
DLIDFOLG_04766	CDS	591			COG3068	putative protein
DLIDFOLG_04767	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
DLIDFOLG_04768	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
DLIDFOLG_04769	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
DLIDFOLG_04770	CDS	498	rsd		COG3160	Regulator of sigma D
DLIDFOLG_04771	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
DLIDFOLG_04772	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
DLIDFOLG_04773	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
DLIDFOLG_04774	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
DLIDFOLG_04775	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
DLIDFOLG_04776	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
DLIDFOLG_04777	CDS	1533				hypothetical protein
DLIDFOLG_04778	CDS	306	celA_4	2.7.1.205		PTS system cellobiose-specific EIIB component
DLIDFOLG_04779	CDS	318	chbA_5		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DLIDFOLG_04780	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
DLIDFOLG_04781	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DLIDFOLG_04782	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DLIDFOLG_04783	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
DLIDFOLG_04784	CDS	498	rplJ		COG0244	50S ribosomal protein L10
DLIDFOLG_04785	CDS	705	rplA		COG0081	50S ribosomal protein L1
DLIDFOLG_04786	CDS	429	rplK		COG0080	50S ribosomal protein L11
DLIDFOLG_04787	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
DLIDFOLG_04788	CDS	384	secE		COG0690	Protein translocase subunit SecE
DLIDFOLG_04789	CDS	891	tuf1_2			Elongation factor Tu 1
DLIDFOLG_04790	CDS	444	lrpC		COG1522	HTH-type transcriptional regulator LrpC
DLIDFOLG_04791	CDS	897				hypothetical protein
DLIDFOLG_04792	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
DLIDFOLG_04793	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
DLIDFOLG_04794	CDS	1536	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
DLIDFOLG_04795	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
DLIDFOLG_04796	CDS	1389	narK		COG2223	Nitrate/nitrite transporter NarK
DLIDFOLG_04797	CDS	1779	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
DLIDFOLG_04798	CDS	651	narL		COG2197	Nitrate/nitrite response regulator protein NarL
DLIDFOLG_04799	CDS	1383				Invasin
DLIDFOLG_04800	CDS	1554				hypothetical protein
DLIDFOLG_04801	CDS	579	hin_3		COG1961	DNA-invertase hin
DLIDFOLG_04802	CDS	420	umuD_3	3.4.21.-	COG1974	Protein UmuD
DLIDFOLG_04803	CDS	1266	umuC_3		COG0389	Protein UmuC
DLIDFOLG_04804	CDS	1107		3.6.1.-	COG1106	ATP/GTP phosphatase
DLIDFOLG_04805	CDS	654				hypothetical protein
DLIDFOLG_04806	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
DLIDFOLG_04807	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
DLIDFOLG_04808	CDS	906				hypothetical protein
DLIDFOLG_04809	CDS	831				hypothetical protein
DLIDFOLG_04810	CDS	2310	rhaR_5			HTH-type transcriptional activator RhaR
DLIDFOLG_04811	CDS	1170	hipO_3	3.5.1.32	COG1473	Hippurate hydrolase
DLIDFOLG_04812	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
DLIDFOLG_04813	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
DLIDFOLG_04814	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
DLIDFOLG_04815	CDS	966	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
DLIDFOLG_04816	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
DLIDFOLG_04817	CDS	1077	manP_2		COG1299	PTS system mannose-specific EIIBCA component
DLIDFOLG_04818	CDS	321	fruA_3		COG1299	PTS system fructose-specific EIIB'BC component
DLIDFOLG_04819	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
DLIDFOLG_04820	CDS	876	cutD_2	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
DLIDFOLG_04821	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
DLIDFOLG_04822	CDS	768				hypothetical protein
DLIDFOLG_04823	CDS	834	rhaR_6			HTH-type transcriptional activator RhaR
DLIDFOLG_04824	CDS	921				hypothetical protein
DLIDFOLG_04825	CDS	180				hypothetical protein
DLIDFOLG_04826	CDS	1029	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
DLIDFOLG_04827	CDS	1575				hypothetical protein
DLIDFOLG_04828	CDS	1017	fbpA			Fe(3+)-binding periplasmic protein
DLIDFOLG_04829	CDS	1536	pdeG_3	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
DLIDFOLG_04830	CDS	342			COG1366	Putative anti-sigma factor antagonist
DLIDFOLG_04831	CDS	2427	malP_4	2.4.1.1	COG0058	Maltodextrin phosphorylase
DLIDFOLG_04832	tRNA	88				tRNA-Ser(tga)
DLIDFOLG_04833	CDS	1653	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
DLIDFOLG_04834	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
DLIDFOLG_04835	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
DLIDFOLG_04836	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
DLIDFOLG_04837	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
DLIDFOLG_04838	CDS	555				hypothetical protein
DLIDFOLG_04839	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DLIDFOLG_04840	CDS	318	hspQ		COG3785	Heat shock protein HspQ
DLIDFOLG_04841	CDS	414	yccU		COG1832	putative protein YccU
DLIDFOLG_04842	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
DLIDFOLG_04843	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
DLIDFOLG_04844	CDS	447	yccF		COG3304	Inner membrane protein YccF
DLIDFOLG_04845	CDS	2136	yccS		COG1289	Inner membrane protein YccS
DLIDFOLG_04846	CDS	597	sxy		COG3070	Protein Sxy
DLIDFOLG_04847	CDS	510	sulA		COG5404	Cell division inhibitor SulA
DLIDFOLG_04848	CDS	1071	ompA_4		COG2885	Outer membrane protein A
DLIDFOLG_04849	CDS	453	matP		COG3120	Macrodomain Ter protein
DLIDFOLG_04850	CDS	1758	lon_3	3.4.21.53		Lon protease
DLIDFOLG_04851	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
DLIDFOLG_04852	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
DLIDFOLG_04853	CDS	1638	pqiB		COG3008	Intermembrane transport protein PqiB
DLIDFOLG_04854	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
DLIDFOLG_04855	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
DLIDFOLG_04856	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
DLIDFOLG_04857	CDS	1110	ycbX		COG0633	putative protein YcbX
DLIDFOLG_04858	CDS	543	zapC			Cell division protein ZapC
DLIDFOLG_04859	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
DLIDFOLG_04860	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
DLIDFOLG_04861	CDS	963	ssuA_3			Putative aliphatic sulfonates-binding protein
DLIDFOLG_04862	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
DLIDFOLG_04863	CDS	792	ssuC_3		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
DLIDFOLG_04864	CDS	774	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
DLIDFOLG_04865	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
DLIDFOLG_04866	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
DLIDFOLG_04867	CDS	1167	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
DLIDFOLG_04868	CDS	1239	amaB_2	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
DLIDFOLG_04869	CDS	1290	sdaC_2		COG0814	Serine transporter
DLIDFOLG_04870	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
DLIDFOLG_04871	CDS	465	lrp_3		COG1522	Leucine-responsive regulatory protein
DLIDFOLG_04872	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
DLIDFOLG_04873	CDS	1080	yedS		COG3203	Outer membrane protein YedS
DLIDFOLG_04874	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
DLIDFOLG_04875	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
DLIDFOLG_04876	CDS	636				hypothetical protein
DLIDFOLG_04877	CDS	216				hypothetical protein
DLIDFOLG_04878	CDS	1791	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
DLIDFOLG_04879	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
DLIDFOLG_04880	CDS	705	mukE		COG3095	Chromosome partition protein MukE
DLIDFOLG_04881	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
DLIDFOLG_04882	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
DLIDFOLG_04883	CDS	780				hypothetical protein
DLIDFOLG_04884	CDS	894				hypothetical protein
DLIDFOLG_04885	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DLIDFOLG_04886	CDS	183				hypothetical protein
DLIDFOLG_04887	CDS	1230				hypothetical protein
DLIDFOLG_04888	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
DLIDFOLG_04889	CDS	1749	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DLIDFOLG_04890	CDS	2265				hypothetical protein
DLIDFOLG_04891	CDS	288	ihfB		COG0776	Integration host factor subunit beta
DLIDFOLG_04892	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
DLIDFOLG_04893	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
DLIDFOLG_04894	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
DLIDFOLG_04895	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
DLIDFOLG_04896	CDS	693				hypothetical protein
DLIDFOLG_04897	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
DLIDFOLG_04898	CDS	858	focA		COG2116	putative formate transporter 1
DLIDFOLG_04899	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
DLIDFOLG_04900	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
DLIDFOLG_04901	CDS	1149	ycaD_2			putative MFS-type transporter YcaD
DLIDFOLG_04902	CDS	864	dmsC_2		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
DLIDFOLG_04903	CDS	447	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
DLIDFOLG_04904	CDS	1488	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
DLIDFOLG_04905	CDS	972	lsrR		COG2390	Transcriptional regulator LsrR
DLIDFOLG_04906	CDS	1599	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
DLIDFOLG_04907	CDS	2022	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
DLIDFOLG_04908	CDS	1131	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
DLIDFOLG_04909	CDS	708				hypothetical protein
DLIDFOLG_04910	CDS	603				hypothetical protein
DLIDFOLG_04911	CDS	501	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
DLIDFOLG_04912	CDS	990	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
DLIDFOLG_04913	CDS	972	alx		COG0861	Putative membrane-bound redox modulator Alx
DLIDFOLG_04914	CDS	1248	sstT		COG3633	Serine/threonine transporter SstT
DLIDFOLG_04915	CDS	555	ygjV			Inner membrane protein YgjV
DLIDFOLG_04916	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
DLIDFOLG_04917	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
DLIDFOLG_04918	CDS	1302	exuT_4			Hexuronate transporter
DLIDFOLG_04919	CDS	777	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
DLIDFOLG_04920	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
DLIDFOLG_04921	CDS	387	mzrA			Modulator protein MzrA
DLIDFOLG_04922	CDS	369	yqjC			Protein YqjC
DLIDFOLG_04923	CDS	306	yqjD		COG4575	putative protein YqjD
DLIDFOLG_04924	CDS	399	yqjE		COG5393	Inner membrane protein YqjE
DLIDFOLG_04925	CDS	297				hypothetical protein
DLIDFOLG_04926	CDS	393	yqjF		COG2259	Inner membrane protein YqjF
DLIDFOLG_04927	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
DLIDFOLG_04928	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
DLIDFOLG_04929	CDS	897	yhaJ_3			HTH-type transcriptional regulator YhaJ
DLIDFOLG_04930	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
DLIDFOLG_04931	CDS	168				hypothetical protein
DLIDFOLG_04932	CDS	411				hypothetical protein
DLIDFOLG_04933	CDS	465				hypothetical protein
DLIDFOLG_04934	CDS	1146	garK_4	2.7.1.165	COG1929	Glycerate 2-kinase
DLIDFOLG_04935	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
DLIDFOLG_04936	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
DLIDFOLG_04937	CDS	1332	garP_2			putative galactarate transporter
DLIDFOLG_04938	CDS	150				hypothetical protein
DLIDFOLG_04939	CDS	1572	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
DLIDFOLG_04940	CDS	864	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DLIDFOLG_04941	CDS	2109	lpoA		COG3107	Penicillin-binding protein activator LpoA
DLIDFOLG_04942	CDS	387				hypothetical protein
DLIDFOLG_04943	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
DLIDFOLG_04944	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
DLIDFOLG_04945	CDS	1041				hypothetical protein
DLIDFOLG_04946	CDS	648				hypothetical protein
